"s","id","birth"
"http://dbpedia.org/resource/Groucho_Marx",12426,1890-10-02
"http://dbpedia.org/resource/Gloria_Gaynor",12509,1943-09-07
"http://dbpedia.org/resource/George_Peppard",12531,1928-10-01
"http://dbpedia.org/resource/Gary_Snyder",12710,1930-05-08
"http://dbpedia.org/resource/George_Harrison",12731,1943-02-25
"http://dbpedia.org/resource/Garrison_Keillor",12743,1942-08-07
"http://dbpedia.org/resource/George_Bernard_Shaw",12855,1856-07-26
"http://dbpedia.org/resource/George_Benson",12945,1943-03-22
"http://dbpedia.org/resource/Gram_Parsons",12991,1946-11-05
"http://dbpedia.org/resource/Gary_Busey",13030,1944-06-29
"http://dbpedia.org/resource/George_Gershwin",13066,1898-09-26
"http://dbpedia.org/resource/Herman_Brood",13563,1946-11-05
"http://dbpedia.org/resource/H._R._Giger",13713,1940-02-05
"http://dbpedia.org/resource/Harry_Secombe",14033,1921-09-08
"http://dbpedia.org/resource/Harry_Shearer",14331,1943-12-23
"http://dbpedia.org/resource/I._M._Pei",15155,1917-04-26
"http://dbpedia.org/resource/Isaac_Albéniz",15208,1860-05-29
"http://dbpedia.org/resource/Ira_Gershwin",15489,1896-12-06
"http://dbpedia.org/resource/James_Brown",15766,1933-05-03
"http://dbpedia.org/resource/Jack_Lemmon",15821,1925-02-08
"http://dbpedia.org/resource/John_Updike",15824,1932-03-18
"http://dbpedia.org/resource/John_Lee_Hooker",15830,1912-08-22
"http://dbpedia.org/resource/Jean_Cocteau",15837,1889-07-05
"http://dbpedia.org/resource/John_Lennon",15852,1940-10-09
"http://dbpedia.org/resource/Jean-Jacques_Rousseau",15941,1712-06-28
"http://dbpedia.org/resource/Jerry_Lewis",15967,1926-03-16
"http://dbpedia.org/resource/Jimmy_Carter",15992,1924-10-01
"http://dbpedia.org/resource/John_Irving",16021,1942-03-02
"http://dbpedia.org/resource/James_Cagney",16046,1899-07-17
"http://dbpedia.org/resource/Jonathan_Demme",16069,1944-02-22
"http://dbpedia.org/resource/Jimi_Hendrix",16095,1942-11-27
"http://dbpedia.org/resource/Joe_Pass",16139,1929-01-13
"http://dbpedia.org/resource/Jim_Henson",16228,1936-09-24
"http://dbpedia.org/resource/Janis_Joplin",16245,1943-01-19
"http://dbpedia.org/resource/James_Stewart",16273,1908-05-20
"http://dbpedia.org/resource/Joni_Mitchell",16422,1943-11-07
"http://dbpedia.org/resource/John_Ashcroft",16476,1942-05-09
"http://dbpedia.org/resource/John_Adams_(composer)",16518,1947-02-15
"http://dbpedia.org/resource/Jerome_Callet",16524,1930-04-24
"http://dbpedia.org/resource/Jule_Styne",16551,1905-12-31
"http://dbpedia.org/resource/Jeff_Lynne",16570,1947-12-30
"http://dbpedia.org/resource/John_Hay",16578,1838-10-08
"http://dbpedia.org/resource/Kinky_Friedman",16733,1944-11-01
"http://dbpedia.org/resource/Kurt_Vonnegut",16861,1922-11-11
"http://dbpedia.org/resource/Kathy_Acker",16960,1947-04-18
"http://dbpedia.org/resource/Kelly_Freas",16987,1922-08-27
"http://dbpedia.org/resource/Keith_Moon",16991,1946-08-23
"http://dbpedia.org/resource/Kenneth_Noland",17122,1924-04-10
"http://dbpedia.org/resource/Karl_Amadeus_Hartmann",17378,1905-08-02
"http://dbpedia.org/resource/Leslie_Caron",17505,1931-07-01
"http://dbpedia.org/resource/L._Ron_Hubbard",17862,1911-03-13
"http://dbpedia.org/resource/Leonhard_Euler",17902,1707-04-15
"http://dbpedia.org/resource/Larry_Niven",18210,1938-04-30
"http://dbpedia.org/resource/Louis_Andriessen",18214,1939-06-06
"http://dbpedia.org/resource/Louis_Armstrong",18313,1901-08-04
"http://dbpedia.org/resource/Lyonel_Feininger",18391,1871-07-17
"http://dbpedia.org/resource/Lead_Belly",18434,1888-01-23
"http://dbpedia.org/resource/Ludwig_Ritter_von_Köchel",18554,1800-01-14
"http://dbpedia.org/resource/Leon_Theremin",18571,1896-08-28
"http://dbpedia.org/resource/Lemmy",18642,1945-12-24
"http://dbpedia.org/resource/Morton_Downey_Jr.",18885,1932-12-09
"http://dbpedia.org/resource/Martin_Scorsese",18995,1942-11-17
"http://dbpedia.org/resource/Marilyn_Monroe",19318,1926-06-01
"http://dbpedia.org/resource/Michael_Moorcock",19358,1939-12-18
"http://dbpedia.org/resource/Mississippi_John_Hurt",20215,1893-03-08
"http://dbpedia.org/resource/Mel_Brooks",20218,1926-06-28
"http://dbpedia.org/resource/Miles_Davis",20405,1926-05-26
"http://dbpedia.org/resource/Mance_Lipscomb",20484,1895-04-09
"http://dbpedia.org/resource/Mickey_Hart",20756,1943-09-11
"http://dbpedia.org/resource/Mikhail_Gorbachev",20979,1931-03-02
"http://dbpedia.org/resource/Michael_Nesmith",20993,1942-12-30
"http://dbpedia.org/resource/Meat_Loaf",21026,1947-09-27
"http://dbpedia.org/resource/Nancy_Sinatra",21683,1940-06-08
"http://dbpedia.org/resource/Orson_Welles",22196,1915-05-06
"http://dbpedia.org/resource/Oscar_Peterson",22519,1925-08-15
"http://dbpedia.org/resource/Oscar_Hammerstein_II",22753,1895-07-12
"http://dbpedia.org/resource/Patti_Smith",22995,1946-12-30
"http://dbpedia.org/resource/Paul_Robeson",23229,1898-04-09
"http://dbpedia.org/resource/Peter_Cook",23547,1937-11-17
"http://dbpedia.org/resource/Poul_Anderson",23677,1926-11-25
"http://dbpedia.org/resource/Percival_Lowell",24033,1855-03-13
"http://dbpedia.org/resource/Paul_Desmond",24159,1924-11-25
"http://dbpedia.org/resource/Peter_Sellers",24518,1925-09-08
"http://dbpedia.org/resource/Philip_Glass",24540,1937-01-31
"http://dbpedia.org/resource/Pete_Best",24600,1941-11-24
"http://dbpedia.org/resource/Paul_Auster",25022,1947-02-03
"http://dbpedia.org/resource/Phil_Ochs",25123,1940-12-19
"http://dbpedia.org/resource/Peggy_Lee",25147,1920-05-26
"http://dbpedia.org/resource/Robert_Byrd",25408,1917-11-20
"http://dbpedia.org/resource/Robertson_Davies",25757,1913-08-28
"http://dbpedia.org/resource/Robert_Fripp",25893,1946-05-16
"http://dbpedia.org/resource/Ron_Carter",26002,1937-05-04
"http://dbpedia.org/resource/Robert_Johnson",26010,1911-05-08
"http://dbpedia.org/resource/Robert_Calvert",26167,1945-03-09
"http://dbpedia.org/resource/Rudyard_Kipling",26308,1865-12-30
"http://dbpedia.org/resource/Robert_Louis_Stevenson",26444,1850-11-13
"http://dbpedia.org/resource/Romano_Mussolini",26540,1927-09-26
"http://dbpedia.org/resource/Roy_Orbison",26552,1936-04-23
"http://dbpedia.org/resource/Robert_Moog",26581,1934-05-23
"http://dbpedia.org/resource/Stephen_King",26954,1947-09-21
"http://dbpedia.org/resource/Stig_Anderson",27060,1931-01-25
"http://dbpedia.org/resource/Soad_Hosny",27563,1943-01-26
"http://dbpedia.org/resource/Samuel_Beckett",27640,1906-04-13
"http://dbpedia.org/resource/Walter_Scott",27884,1771-08-15
"http://dbpedia.org/resource/Sergei_Diaghilev",28607,1872-03-31
"http://dbpedia.org/resource/Steve_Lacy_(saxophonist)",28677,1934-07-23
"http://dbpedia.org/resource/Screaming_Lord_Sutch",28690,1940-11-10
"http://dbpedia.org/resource/Son_House",28820,1902-03-21
"http://dbpedia.org/resource/T._S._Eliot",30273,1888-09-26
"http://dbpedia.org/resource/Theodor_W._Adorno",30391,1903-09-11
"http://dbpedia.org/resource/Terry_Gilliam",30410,1940-11-22
"http://dbpedia.org/resource/Tom_Lehrer",30951,1928-04-09
"http://dbpedia.org/resource/Timothy_Leary",31088,1920-10-22
"http://dbpedia.org/resource/Terry_Riley",31390,1935-06-24
"http://dbpedia.org/resource/Tim_Curry",31573,1946-04-19
"http://dbpedia.org/resource/Vangelis",32472,1943-03-29
"http://dbpedia.org/resource/Victor_Borge",32685,1909-01-03
"http://dbpedia.org/resource/Woody_Allen",32901,1935-12-01
"http://dbpedia.org/resource/Wim_Wenders",32902,1945-08-14
"http://dbpedia.org/resource/W._H._Auden",33276,1907-02-21
"http://dbpedia.org/resource/Woody_Guthrie",33278,1912-07-14
"http://dbpedia.org/resource/William_S._Burroughs",33594,1914-02-05
"http://dbpedia.org/resource/William_Herschel",33971,1738-11-15
"http://dbpedia.org/resource/Wendy_Carlos",34113,1939-11-14
"http://dbpedia.org/resource/Yoko_Ono",34350,1933-02-18
"http://dbpedia.org/resource/Christine_McVie",36647,1943-07-12
"http://dbpedia.org/resource/Mick_Fleetwood",36668,1947-06-24
"http://dbpedia.org/resource/Milan_Kundera",36679,1929-04-01
"http://dbpedia.org/resource/Tristan_Tzara",36885,1896-04-28
"http://dbpedia.org/resource/Astrid_Lindgren",37413,1907-11-14
"http://dbpedia.org/resource/Hildegard_Knef",37625,1925-12-28
"http://dbpedia.org/resource/Colin_Turnbull",37807,1924-11-23
"http://dbpedia.org/resource/Micky_Dolenz",37891,1945-03-08
"http://dbpedia.org/resource/Pietro_Mascagni",37931,1863-12-07
"http://dbpedia.org/resource/Herbie_Hancock",38123,1940-04-12
"http://dbpedia.org/resource/Lanford_Wilson",38231,1937-04-13
"http://dbpedia.org/resource/Juan_García_Esquivel",38910,1918-01-20
"http://dbpedia.org/resource/Michelangelo_Antonioni",38939,1912-09-29
"http://dbpedia.org/resource/Peter_Tork",39047,1942-02-13
"http://dbpedia.org/resource/Peter_Schickele",39082,1935-07-17
"http://dbpedia.org/resource/Waylon_Jennings",39086,1937-06-15
"http://dbpedia.org/resource/Mary_Martin",39096,1913-12-01
"http://dbpedia.org/resource/Charles_Pierce_(female_impersonator)",39230,1926-07-14
"http://dbpedia.org/resource/Adam_Oehlenschläger",39467,1779-11-14
"http://dbpedia.org/resource/Pope_Benedict_XVI",39660,1927-04-16
"http://dbpedia.org/resource/Norman_Rockwell",39762,1894-02-03
"http://dbpedia.org/resource/Carl_Sandburg",40418,1878-01-06
"http://dbpedia.org/resource/Bix_Beiderbecke",41535,1903-03-10
"http://dbpedia.org/resource/Duke_Ellington",41536,1899-04-29
"http://dbpedia.org/resource/Rahsaan_Roland_Kirk",41538,1935-08-07
"http://dbpedia.org/resource/Freddie_Mercury",42068,1946-09-05
"http://dbpedia.org/resource/Vince_Guaraldi",42203,1928-07-17
"http://dbpedia.org/resource/Purushottam_Laxman_Deshpande",42229,1919-11-08
"http://dbpedia.org/resource/John_Perry_Barlow",42363,1947-10-03
"http://dbpedia.org/resource/Charles_Manson",42635,1934-11-12
"http://dbpedia.org/resource/Elia_Kazan",42874,1909-09-07
"http://dbpedia.org/resource/Buster_Keaton",43055,1895-10-04
"http://dbpedia.org/resource/Ava_Gardner",43115,1922-12-24
"http://dbpedia.org/resource/Ralph_Ellison",43149,1913-03-01
"http://dbpedia.org/resource/Toni_Morrison",43165,1931-02-18
"http://dbpedia.org/resource/Leonard_Bernstein",43282,1918-08-25
"http://dbpedia.org/resource/Clint_Eastwood",43373,1930-05-31
"http://dbpedia.org/resource/Ian_Dury",43492,1942-05-12
"http://dbpedia.org/resource/Jimmy_Sturr",43659,1941-09-25
"http://dbpedia.org/resource/Eddie_Blazonczyk",43724,1941-07-12
"http://dbpedia.org/resource/Frankie_Yankovic",43727,1915-07-28
"http://dbpedia.org/resource/Robert_Altman",43823,1925-02-20
"http://dbpedia.org/resource/Philip_Larkin",43923,1922-08-09
"http://dbpedia.org/resource/Jelly_Roll_Morton",44120,1890-09-20
"http://dbpedia.org/resource/Edward_Albee",44309,1928-03-12
"http://dbpedia.org/resource/Glenn_Close",44459,1947-03-19
"http://dbpedia.org/resource/Sophia_Loren",44463,1934-09-20
"http://dbpedia.org/resource/Robert_Schumann",44887,1810-06-08
"http://dbpedia.org/resource/Moses_Mendelssohn",44893,1729-09-06
"http://dbpedia.org/resource/Astor_Piazzolla",44903,1921-03-11
"http://dbpedia.org/resource/Clara_Schumann",45181,1819-09-13
"http://dbpedia.org/resource/Wojciech_Kilar",45450,1932-07-17
"http://dbpedia.org/resource/A._C._Bhaktivedanta_Swami_Prabhupada",45667,1896-09-01
"http://dbpedia.org/resource/Chuck_Berry",45964,1926-10-18
"http://dbpedia.org/resource/Richard_Burton",45967,1925-11-10
"http://dbpedia.org/resource/Tom_Jones_(singer)",45968,1940-06-07
"http://dbpedia.org/resource/Jeremy_Bentham",46038,1748-02-15
"http://dbpedia.org/resource/Sidney_Poitier",46052,1927-02-20
"http://dbpedia.org/resource/Dudley_Moore",46208,1935-04-19
"http://dbpedia.org/resource/Henry_Fonda",46228,1905-05-16
"http://dbpedia.org/resource/Milton_Berle",46284,1908-07-12
"http://dbpedia.org/resource/Shirley_Bassey",47147,1937-01-08
"http://dbpedia.org/resource/Ivor_Novello",47154,1893-01-15
"http://dbpedia.org/resource/Robert_Asprin",47180,1946-06-28
"http://dbpedia.org/resource/Goldie_Hawn",48071,1945-11-21
"http://dbpedia.org/resource/Irving_Berlin",48351,1888-05-11
"http://dbpedia.org/resource/Angela_Davis",48522,1944-01-26
"http://dbpedia.org/resource/Willie_Dixon",49107,1915-07-01
"http://dbpedia.org/resource/Anthony_Burgess",49370,1917-02-25
"http://dbpedia.org/resource/María_Félix",49640,1914-04-08
"http://dbpedia.org/resource/Norman_Granz",49906,1918-08-06
"http://dbpedia.org/resource/Lenny_Bruce",50016,1925-10-13
"http://dbpedia.org/resource/Bruce_Nauman",50230,1941-12-06
"http://dbpedia.org/resource/Ella_Fitzgerald",50350,1917-04-25
"http://dbpedia.org/resource/Billie_Holiday",50420,1915-04-07
"http://dbpedia.org/resource/Graeme_Garden",50452,1943-02-18
"http://dbpedia.org/resource/Ike_Turner",50504,1931-11-05
"http://dbpedia.org/resource/Paul_Simon",50745,1941-10-13
"http://dbpedia.org/resource/Carmen_Miranda",50758,1909-02-09
"http://dbpedia.org/resource/Seamus_Heaney",50920,1939-04-13
"http://dbpedia.org/resource/Joan_Baez",50960,1941-01-09
"http://dbpedia.org/resource/Miloš_Forman",51333,1932-02-18
"http://dbpedia.org/resource/Ritchie_Valens",51845,1941-05-13
"http://dbpedia.org/resource/Henry_Mancini",51905,1924-04-16
"http://dbpedia.org/resource/Eric_Idle",52042,1943-03-29
"http://dbpedia.org/resource/Jonathan_Edwards_(musician)",52077,1946-07-28
"http://dbpedia.org/resource/Bessie_Smith",52116,1894-04-15
"http://dbpedia.org/resource/Audrey_Hepburn",52139,1929-05-04
"http://dbpedia.org/resource/Cliff_Richard",52263,1940-10-14
"http://dbpedia.org/resource/Edward_Heath",52269,1916-07-09
"http://dbpedia.org/resource/Richard_Rodgers",52274,1902-06-28
"http://dbpedia.org/resource/Martha_Argerich",52395,1941-06-05
"http://dbpedia.org/resource/George_Sand",52592,1804-07-01
"http://dbpedia.org/resource/Georges-Eugène_Haussmann",52800,1809-03-27
"http://dbpedia.org/resource/Hermann_von_Helmholtz",53311,1821-08-31
"http://dbpedia.org/resource/Goffredo_Mameli",53356,1827-09-05
"http://dbpedia.org/resource/Harry_Houdini",53395,1874-03-24
"http://dbpedia.org/resource/Michael_Graves",53408,1934-07-09
"http://dbpedia.org/resource/Christopher_Lee",53494,1922-05-27
"http://dbpedia.org/resource/John_Coltrane",53536,1926-09-23
"http://dbpedia.org/resource/Leonard_Nimoy",53569,1931-03-26
"http://dbpedia.org/resource/Robert_Venturi",53621,1925-06-25
"http://dbpedia.org/resource/Kevin_Roche",53632,1922-06-14
"http://dbpedia.org/resource/Benny_Goodman",53855,1909-05-30
"http://dbpedia.org/resource/Otto_Harbach",53968,1873-08-18
"http://dbpedia.org/resource/Lorenz_Hart",53972,1895-05-02
"http://dbpedia.org/resource/Mary_Rodgers",53973,1931-01-11
"http://dbpedia.org/resource/Frederick_Loewe",53975,1901-06-10
"http://dbpedia.org/resource/John_Paul_Jones_(musician)",54268,1946-01-03
"http://dbpedia.org/resource/Dizzy_Gillespie",54403,1917-10-21
"http://dbpedia.org/resource/Charlie_Parker",54408,1920-08-29
"http://dbpedia.org/resource/Andy_Razaf",54878,1895-12-16
"http://dbpedia.org/resource/Fats_Waller",54958,1904-05-21
"http://dbpedia.org/resource/Bo_Hansson",55042,1943-04-10
"http://dbpedia.org/resource/Pierre_Schaeffer",55104,1910-08-14
"http://dbpedia.org/resource/Utah_Phillips",55247,1935-05-15
"http://dbpedia.org/resource/Gwen_Verdon",55608,1925-01-13
"http://dbpedia.org/resource/Keith_Emerson",55915,1944-11-02
"http://dbpedia.org/resource/Tommy_Cooper",55992,1921-03-19
"http://dbpedia.org/resource/Barry_White",56386,1944-09-12
"http://dbpedia.org/resource/Raymond_Smullyan",56517,1919-05-25
"http://dbpedia.org/resource/Paul_Lynde",56987,1926-06-13
"http://dbpedia.org/resource/Buddy_Bolden",57124,1877-09-06
"http://dbpedia.org/resource/Mick_Jagger",57187,1943-07-26
"http://dbpedia.org/resource/Théophile_Gautier",57215,1811-08-30
"http://dbpedia.org/resource/Nursultan_Nazarbayev",57610,1940-07-06
"http://dbpedia.org/resource/Carl_Orff",57634,1895-07-10
"http://dbpedia.org/resource/Slavko_Avsenik",57738,1929-11-26
"http://dbpedia.org/resource/Tony_Robinson",57973,1946-08-15
"http://dbpedia.org/resource/W._C._Handy",58067,1873-11-16
"http://dbpedia.org/resource/Lawrence_Welk",58576,1903-03-11
"http://dbpedia.org/resource/John_Denver",58586,1943-12-31
"http://dbpedia.org/resource/Judy_Garland",58719,1922-06-10
"http://dbpedia.org/resource/Hemant_Kumar",59113,1920-06-16
"http://dbpedia.org/resource/Liza_Minnelli",59216,1946-03-12
"http://dbpedia.org/resource/Lou_Reed",59533,1942-03-02
"http://dbpedia.org/resource/Nico",59536,1938-10-16
"http://dbpedia.org/resource/Jasper_Johns",60148,1930-05-15
"http://dbpedia.org/resource/Bill_Monroe",60588,1911-09-13
"http://dbpedia.org/resource/Lester_Flatt",60626,1914-06-19
"http://dbpedia.org/resource/Earl_Scruggs",60627,1924-01-06
"http://dbpedia.org/resource/Gene_Rayburn",60907,1917-12-22
"http://dbpedia.org/resource/Maurice_Chevalier",61159,1888-09-12
"http://dbpedia.org/resource/Mistinguett",61174,1873-04-05
"http://dbpedia.org/resource/Louis_Braille",61410,1809-01-04
"http://dbpedia.org/resource/Tony_Williams_(drummer)",61554,1945-12-12
"http://dbpedia.org/resource/Charles_Laughton",61641,1899-07-01
"http://dbpedia.org/resource/Yul_Brynner",61797,1920-07-11
"http://dbpedia.org/resource/Muddy_Waters",61855,1913-04-04
"http://dbpedia.org/resource/Gertrude_Stein",62004,1874-02-03
"http://dbpedia.org/resource/Georg_von_Trapp",62582,1880-04-04
"http://dbpedia.org/resource/Captain_Beefheart",63283,1941-01-15
"http://dbpedia.org/resource/Bette_Davis",63517,1908-04-05
"http://dbpedia.org/resource/Muhammad_Ali",63747,1942-01-17
"http://dbpedia.org/resource/Ingeborg_Bachmann",64314,1926-06-25
"http://dbpedia.org/resource/Alan_Bush",64598,1900-12-22
"http://dbpedia.org/resource/Glenn_Miller",64610,1904-03-01
"http://dbpedia.org/resource/Ginger_Rogers",64612,1911-07-16
"http://dbpedia.org/resource/Rosemary_Clooney",64837,1928-05-23
"http://dbpedia.org/resource/Doodles_Weaver",64913,1911-05-11
"http://dbpedia.org/resource/Fred_Astaire",64962,1899-05-10
"http://dbpedia.org/resource/Édith_Piaf",64963,1915-12-19
"http://dbpedia.org/resource/Maria_Callas",64966,1923-12-02
"http://dbpedia.org/resource/Paulo_Coelho",65145,1947-08-24
"http://dbpedia.org/resource/David_Tudor",65432,1926-01-20
"http://dbpedia.org/resource/Glenn_Gould",65444,1932-09-25
"http://dbpedia.org/resource/Judith_Durham",65942,1943-07-03
"http://dbpedia.org/resource/John_Cage",65954,1912-09-05
"http://dbpedia.org/resource/Homer_E._Capehart",66234,1897-06-06
"http://dbpedia.org/resource/Charles_Ives",66283,1874-10-20
"http://dbpedia.org/resource/Burning_Spear",66585,1945-03-01
"http://dbpedia.org/resource/Artur_Schnabel",66664,1882-04-17
"http://dbpedia.org/resource/Lionel_Barrymore",67022,1878-04-28
"http://dbpedia.org/resource/Boris_Karloff",67260,1887-11-23
"http://dbpedia.org/resource/Franz_Liszt",67379,1811-10-22
"http://dbpedia.org/resource/Richard_Strauss",67482,1864-06-11
"http://dbpedia.org/resource/Hugo_von_Hofmannsthal",67495,1874-02-01
"http://dbpedia.org/resource/Mike_Nichols",67749,1931-11-06
"http://dbpedia.org/resource/Enrico_Caruso",67892,1873-02-25
"http://dbpedia.org/resource/Count_Basie",68090,1904-08-21
"http://dbpedia.org/resource/Jack_Albertson",68308,1907-06-16
"http://dbpedia.org/resource/Faye_Dunaway",68322,1941-01-14
"http://dbpedia.org/resource/Johnny_Hodges",69430,1907-07-25
"http://dbpedia.org/resource/Scatman_Crothers",69439,1910-05-23
"http://dbpedia.org/resource/Kirk_Douglas",69861,1916-12-09
"http://dbpedia.org/resource/Gracie_Allen",70014,1895-07-26
"http://dbpedia.org/resource/George_Burns",70020,1896-01-20
"http://dbpedia.org/resource/Leopold_Mozart",70095,1719-11-14
"http://dbpedia.org/resource/Debbie_Reynolds",70315,1932-04-01
"http://dbpedia.org/resource/W._Edwards_Deming",70534,1900-10-14
"http://dbpedia.org/resource/Yves_Montand",70666,1921-10-13
"http://dbpedia.org/resource/Patrick_Stewart",70938,1940-07-13
"http://dbpedia.org/resource/Art_Garfunkel",70986,1941-11-05
"http://dbpedia.org/resource/Andrés_Segovia",71932,1893-02-21
"http://dbpedia.org/resource/Jack_Johnson_(boxer)",71965,1878-03-31
"http://dbpedia.org/resource/Humphrey_Lyttelton",72202,1921-05-23
"http://dbpedia.org/resource/Barbra_Streisand",72336,1942-04-24
"http://dbpedia.org/resource/Jean-Pierre_Rampal",72447,1922-01-07
"http://dbpedia.org/resource/Eric_Dolphy",72697,1928-06-20
"http://dbpedia.org/resource/Fernandel",73356,1903-05-08
"http://dbpedia.org/resource/Tapio_Rautavaara",75021,1915-03-08
"http://dbpedia.org/resource/Marie-Louise_Damien",75200,1889-12-05
"http://dbpedia.org/resource/Jerry_Garcia",75758,1942-08-01
"http://dbpedia.org/resource/Amilcare_Ponchielli",75907,1834-08-31
"http://dbpedia.org/resource/Henry_Fillmore",76019,1881-12-03
"http://dbpedia.org/resource/Gottfried_Semper",76252,1803-11-29
"http://dbpedia.org/resource/Wolfman_Jack",76593,1938-01-21
"http://dbpedia.org/resource/George_Martin",77179,1926-01-03
"http://dbpedia.org/resource/John_Entwistle",77860,1944-10-09
"http://dbpedia.org/resource/Lionel_Hampton",78231,1908-04-20
"http://dbpedia.org/resource/Julie_Andrews",78239,1935-10-01
"http://dbpedia.org/resource/Van_Morrison",78262,1945-08-31
"http://dbpedia.org/resource/Serge_Gainsbourg",79505,1928-04-02
"http://dbpedia.org/resource/Charles_Wheatstone",79836,1802-02-06
"http://dbpedia.org/resource/Paul_Klee",80441,1879-12-18
"http://dbpedia.org/resource/Cher",80696,1946-05-20
"http://dbpedia.org/resource/Terry_Scott",80726,1927-05-04
