s,id
http://dbpedia.org/resource/Sarbel,1906425
http://dbpedia.org/resource/James_Dewees,1909156
http://dbpedia.org/resource/Soo_Catwoman,1909710
http://dbpedia.org/resource/David_Pajo,1910020
http://dbpedia.org/resource/Rishi_Rich,1910194
http://dbpedia.org/resource/Yazz,1910604
http://dbpedia.org/resource/MC_Paul_Barman,1910701
http://dbpedia.org/resource/Peter_Iwers,1911555
http://dbpedia.org/resource/Tom_Barman,1911865
http://dbpedia.org/resource/Kevin_Barnes,1912302
http://dbpedia.org/resource/Jake_Cinninger,1912428
http://dbpedia.org/resource/Ho_Yeow_Sun,1912580
http://dbpedia.org/resource/Cowboy_Troy,1913554
http://dbpedia.org/resource/Bahamadia,1913845
http://dbpedia.org/resource/Ricky_Wilson_(singer),1914598
http://dbpedia.org/resource/Amanda_Urban,1914738
http://dbpedia.org/resource/Maizie_Williams,1916061
http://dbpedia.org/resource/Styles_P,1916779
http://dbpedia.org/resource/Nickey_Alexander,1918092
http://dbpedia.org/resource/Stacie_Mistysyn,1918357
http://dbpedia.org/resource/Tyler_Hilton,1918401
http://dbpedia.org/resource/Prince_Lasha,1918839
http://dbpedia.org/resource/Tuli_Kupferberg,1919019
http://dbpedia.org/resource/Tony_Kakko,1919799
http://dbpedia.org/resource/Kaia_Wilson,1920216
http://dbpedia.org/resource/Daniel_Powter,1920453
http://dbpedia.org/resource/Eric_Alexander_(jazz_saxophonist),1920567
http://dbpedia.org/resource/Opie_Ortiz,1920764
http://dbpedia.org/resource/Stuart_Murdoch_(musician),1921300
http://dbpedia.org/resource/Paul_Kantner,1921309
http://dbpedia.org/resource/Pepper_Keenan,1921313
http://dbpedia.org/resource/Arthur_Crudup,1922208
http://dbpedia.org/resource/Peter_Bardens,1923589
http://dbpedia.org/resource/Crystal_Waters,1924122
http://dbpedia.org/resource/Doug_Sampson,1924148
http://dbpedia.org/resource/Neil_Murray_(British_musician),1924188
http://dbpedia.org/resource/Simon_Laffy,1924198
http://dbpedia.org/resource/Gracia_Baur,1924274
http://dbpedia.org/resource/Ariën_van_Weesenbeek,1945375
http://dbpedia.org/resource/Andre_Kostelanetz,1945435
http://dbpedia.org/resource/Lena_Philipsson,1945618
http://dbpedia.org/resource/Ernest_Stoneman,1945773
http://dbpedia.org/resource/Steve_Rennie,1946165
http://dbpedia.org/resource/Domenic_Troiano,1947546
http://dbpedia.org/resource/Bush_(Canadian_band),1947579
http://dbpedia.org/resource/Michie_Mee,1947788
http://dbpedia.org/resource/Remy_Shand,1948226
http://dbpedia.org/resource/Ali_McMordie,1948559
http://dbpedia.org/resource/Fred_Hersch,1949262
http://dbpedia.org/resource/Colin_Matthews,1949333
http://dbpedia.org/resource/Johnny_Lee_(singer),1950282
http://dbpedia.org/resource/Yae_Fujimoto,1951068
http://dbpedia.org/resource/Buck_Clayton,1951604
http://dbpedia.org/resource/AJ_Michalka,1951659
http://dbpedia.org/resource/Van_McCoy,1952310
http://dbpedia.org/resource/Louis_Nye,1954425
http://dbpedia.org/resource/Miyavi,1954688
http://dbpedia.org/resource/Phil_Gould_(musician),1955463
http://dbpedia.org/resource/Lars_Gullin,1955829
http://dbpedia.org/resource/Joseph_LoDuca,1955916
http://dbpedia.org/resource/Philip_Bailey,1957160
http://dbpedia.org/resource/List_of_guitarists,1957522
http://dbpedia.org/resource/Tony_James_(musician),1958192
http://dbpedia.org/resource/Aaron_Fink_(musician),2064840
http://dbpedia.org/resource/Talent_agent,2067198
http://dbpedia.org/resource/MC_Lars,2068188
http://dbpedia.org/resource/Jimmy_Nelson_(singer),2068482
http://dbpedia.org/resource/Kellie_Coffey,2069631
http://dbpedia.org/resource/Elton_Dean,2070720
http://dbpedia.org/resource/David_Brown_(American_musician),2071031
http://dbpedia.org/resource/Tinsley_Ellis,2071305
http://dbpedia.org/resource/Chuck_Behler,2071991
http://dbpedia.org/resource/Andreas_Kisser,2072065
http://dbpedia.org/resource/Jane_Bunnett,2072688
http://dbpedia.org/resource/Bob_Berg,2072817
http://dbpedia.org/resource/Trent_Lane,2089754
http://dbpedia.org/resource/Peter_Skellern,2091382
http://dbpedia.org/resource/Tony_Destra,2092102
http://dbpedia.org/resource/Julius_La_Rosa,2093009
http://dbpedia.org/resource/Jerry_Gaskill,2093132
http://dbpedia.org/resource/Peter_Lemer,2093863
http://dbpedia.org/resource/Ted_Parsons,2095148
http://dbpedia.org/resource/Hans_Keller,2095387
http://dbpedia.org/resource/Joseph_Jongen,2096008
http://dbpedia.org/resource/Ray_Cooper,2098396
http://dbpedia.org/resource/Robert_Clivillés,2098670
http://dbpedia.org/resource/Daniel_O'Donnell,2098676
http://dbpedia.org/resource/Jacques_Higelin,2099129
http://dbpedia.org/resource/Tony_D,2099541
http://dbpedia.org/resource/Dave_McClain_(musician),2099910
http://dbpedia.org/resource/Alvin_Batiste,2100394
http://dbpedia.org/resource/Jeff_Blando,2100499
http://dbpedia.org/resource/Mike_Mangini,2100573
http://dbpedia.org/resource/Sammy_Watkins_(musician),2100842
http://dbpedia.org/resource/Alexander_Gibson_(conductor),2101650
http://dbpedia.org/resource/Simon_Bonney,2101797
http://dbpedia.org/resource/John_Mauceri,2101927
http://dbpedia.org/resource/Black_Rob,2103886
http://dbpedia.org/resource/Houston_(singer),2104331
http://dbpedia.org/resource/Valerie_Faris,2210058
http://dbpedia.org/resource/Sam_Farrar,2210403
http://dbpedia.org/resource/Mark_Arm,2211414
http://dbpedia.org/resource/Just-Ice,2211581
http://dbpedia.org/resource/Gotlib,2212309
http://dbpedia.org/resource/Dave_Frishberg,2213095
http://dbpedia.org/resource/Séverine_(singer),2213635
http://dbpedia.org/resource/Patricia_Kaas,2213778
http://dbpedia.org/resource/Nicky_Byrne,2213837
http://dbpedia.org/resource/Jason_Nevins,2214059
http://dbpedia.org/resource/Lana_Lane,2214083
http://dbpedia.org/resource/Akira_Jimbo,2214570
http://dbpedia.org/resource/Matthew_Herbert,2214986
http://dbpedia.org/resource/Helen_Merrill,2217135
http://dbpedia.org/resource/Matt_Darey,2218211
http://dbpedia.org/resource/Aaron_Lewis,2218516
http://dbpedia.org/resource/Tommy_Tucker_(singer),2218528
http://dbpedia.org/resource/Alan-a-Dale,2220379
http://dbpedia.org/resource/Amos_Lee,2220722
http://dbpedia.org/resource/Earl_Van_Dyke,2221206
http://dbpedia.org/resource/Lee_Michaels,2221706
http://dbpedia.org/resource/Robbie_Rivera,2222004
http://dbpedia.org/resource/DJ_Disciple,2222112
http://dbpedia.org/resource/Greg_MacPherson,2222131
http://dbpedia.org/resource/Alex_Fergusson_(musician),2222542
http://dbpedia.org/resource/Colin_Newman,2222786
http://dbpedia.org/resource/Dan_Wilson_(musician),2222843
http://dbpedia.org/resource/Theo_Adam,2223477
http://dbpedia.org/resource/Kinnie_Starr,2223574
http://dbpedia.org/resource/Margaret_Fiedler_McGinnis,2223625
http://dbpedia.org/resource/Poly_Styrene,2223967
http://dbpedia.org/resource/SA_Martinez,2368621
http://dbpedia.org/resource/James_Poyser,2368728
http://dbpedia.org/resource/Daniel_Gildenlöw,2442655
http://dbpedia.org/resource/Arve_Tellefsen,2443825
http://dbpedia.org/resource/Siow_Lee_Chin,2443887
http://dbpedia.org/resource/Antonio_Pappano,2445059
http://dbpedia.org/resource/Tugan_Sokhiev,2445127
http://dbpedia.org/resource/Stomu_Yamashta,2446367
http://dbpedia.org/resource/Tanino_Liberatore,2446640
http://dbpedia.org/resource/Min_Lee,2446685
http://dbpedia.org/resource/Bülent_Evcil,2447312
http://dbpedia.org/resource/Jesse_Malin,2447519
"http://dbpedia.org/resource/Willoughby_Bertie,_4th_Earl_of_Abingdon",2447731
http://dbpedia.org/resource/Shakura_S'Aida,2448052
http://dbpedia.org/resource/Michael_Bland,2449305
http://dbpedia.org/resource/Annabella_Lwin,2449433
http://dbpedia.org/resource/Alen_Islamović,2449436
http://dbpedia.org/resource/Daniel_Menche,2451445
http://dbpedia.org/resource/Jay_Schellen,2452228
http://dbpedia.org/resource/Ai_Maeda_(voice_actress),2452959
http://dbpedia.org/resource/Felix_(musician),2453154
http://dbpedia.org/resource/Debbie_Friedman,2453848
http://dbpedia.org/resource/Stokley_Williams,2454357
http://dbpedia.org/resource/Jonah_Matranga,2454712
http://dbpedia.org/resource/David_Miller_(tenor),2455519
http://dbpedia.org/resource/Sébastien_Izambard,2455533
http://dbpedia.org/resource/Pete_Gill,2455686
http://dbpedia.org/resource/Tim_Booth,2455780
http://dbpedia.org/resource/Gunild_Keetman,2456960
http://dbpedia.org/resource/Richard_Page_(musician),2457289
http://dbpedia.org/resource/Andy_Hurley,2457330
http://dbpedia.org/resource/Daddy_Kev,2457415
http://dbpedia.org/resource/Jaya_(singer),2458189
http://dbpedia.org/resource/Steve_Kmak,3037930
http://dbpedia.org/resource/Bobby_Steele,3037994
http://dbpedia.org/resource/Mark_Pender,3039427
http://dbpedia.org/resource/DJ_Kentaro,3040156
http://dbpedia.org/resource/Shooter_Jennings,3040676
http://dbpedia.org/resource/Lauren_Phoenix,3266230
http://dbpedia.org/resource/Christopher_Lennertz,3267665
http://dbpedia.org/resource/Frank_London,3268472
http://dbpedia.org/resource/Sarah_Ioannides,3269963
http://dbpedia.org/resource/Leighton_Meester,3270177
http://dbpedia.org/resource/Matt_Heafy,3271376
http://dbpedia.org/resource/Barry_Goudreau,3275647
http://dbpedia.org/resource/Nicolas_Economou,3275684
http://dbpedia.org/resource/Stacey_Glick,3276081
http://dbpedia.org/resource/Mikey_Dread,3282303
http://dbpedia.org/resource/John_Feldmann,3284023
http://dbpedia.org/resource/Olivier_Latry,3286178
http://dbpedia.org/resource/William_Basinski,3287680
http://dbpedia.org/resource/Lisa_Coleman_(musician),3288510
http://dbpedia.org/resource/Robert_E._Brown,3288619
http://dbpedia.org/resource/Robert_Mirabal,3290173
http://dbpedia.org/resource/Zim_Zum,3290322
http://dbpedia.org/resource/Ayub_Ogada,3291523
http://dbpedia.org/resource/Florence_Warner,3292876
http://dbpedia.org/resource/Norman_Luboff,3294459
http://dbpedia.org/resource/Douglas_Spotted_Eagle,3295870
http://dbpedia.org/resource/Karl_Burns,3297455
http://dbpedia.org/resource/Bap_Kennedy,3301263
http://dbpedia.org/resource/Van_Gogh_(band),3302825
http://dbpedia.org/resource/Artrosis,3303965
http://dbpedia.org/resource/Roby_Lakatos,3304874
http://dbpedia.org/resource/Nomy_Lamm,3304988
http://dbpedia.org/resource/Geoff_Barrow,3305592
http://dbpedia.org/resource/Agnes_(singer),3306211
http://dbpedia.org/resource/Ken_Stringfellow,3306430
http://dbpedia.org/resource/Hilarie_Sidney,3306688
http://dbpedia.org/resource/Lindsey_Haun,3306888
http://dbpedia.org/resource/Antun_Mihanović,3307363
http://dbpedia.org/resource/Martin_O'Donnell,3307684
http://dbpedia.org/resource/Patsy_Gallant,3308368
http://dbpedia.org/resource/Don_Moen,3311022
http://dbpedia.org/resource/Obie_Bermúdez,3313605
http://dbpedia.org/resource/Bruno_Ravel,3315055
http://dbpedia.org/resource/Billy_Crawford,3317624
http://dbpedia.org/resource/Christopher_Fox_(composer),3320332
http://dbpedia.org/resource/Alwynne_Pritchard,3320374
http://dbpedia.org/resource/Bob_Birch,3320538
http://dbpedia.org/resource/Alesha_Dixon,3321888
http://dbpedia.org/resource/Joëlle_Léandre,3322231
http://dbpedia.org/resource/Frank_Infante,3322879
http://dbpedia.org/resource/Gustaf_Norén,3323159
http://dbpedia.org/resource/Chris_Impellitteri,3323335
http://dbpedia.org/resource/Rob_Rock,3323500
http://dbpedia.org/resource/Tour_manager,3323507
http://dbpedia.org/resource/Chris_Clark_(musician),3328734
http://dbpedia.org/resource/Kano_(British_musician),3329199
http://dbpedia.org/resource/Ian_Svenonius,3331794
http://dbpedia.org/resource/Tony_Campos,3335035
http://dbpedia.org/resource/Chad_Sexton,3425851
http://dbpedia.org/resource/Jean-Jacques_Grunenwald,3427246
http://dbpedia.org/resource/Tsuki_Amano,3427285
http://dbpedia.org/resource/Mykel_Board,3429615
http://dbpedia.org/resource/Gwen_Thompson,3430882
http://dbpedia.org/resource/Laura_Carter_(musician),3431223
http://dbpedia.org/resource/Pete_Nice,3432485
http://dbpedia.org/resource/Papa_Dee,3435983
http://dbpedia.org/resource/Andi_Deris,3436183
http://dbpedia.org/resource/Arnold_Roth,3437012
http://dbpedia.org/resource/Deric_Ruttan,3437844
http://dbpedia.org/resource/Count_Basie_Orchestra,3444751
http://dbpedia.org/resource/Angela_Aki,3447284
http://dbpedia.org/resource/Leith_Stevens,3447603
http://dbpedia.org/resource/James_Mercer_(musician),3447759
http://dbpedia.org/resource/Henry_Theophilus_Finck,3450403
http://dbpedia.org/resource/Nikolai_Zhilyayev_(musicologist),3450408
http://dbpedia.org/resource/Jeffrey_Gaines,3450664
http://dbpedia.org/resource/Thomas_Seltzer_(musician),3450992
http://dbpedia.org/resource/Bobby_G,3452261
http://dbpedia.org/resource/Holly_Dunn,3452547
http://dbpedia.org/resource/Lucky_Peterson,3453649
http://dbpedia.org/resource/Leticia_Moreno,3454297
http://dbpedia.org/resource/Paul_Richardson_(organist),3455770
http://dbpedia.org/resource/Wolf_Hoffmann,3459890
http://dbpedia.org/resource/Mats_Gustafsson,3465096
http://dbpedia.org/resource/Cris_Morena,3469080
http://dbpedia.org/resource/Darren_Knott,3469371
http://dbpedia.org/resource/Lesia_Dychko,3472081
http://dbpedia.org/resource/Chris_Cester,3472705
http://dbpedia.org/resource/Robin_Ward_(singer),3472929
http://dbpedia.org/resource/Birchville_Cat_Motel,3472944
http://dbpedia.org/resource/Joshua_Uzoigwe,3475295
http://dbpedia.org/resource/James_Newton,3477165
http://dbpedia.org/resource/Glenn_Horiuchi,3477457
http://dbpedia.org/resource/Dennis_Trillo,3477663
http://dbpedia.org/resource/Shoji_Meguro,3478346
http://dbpedia.org/resource/Pennie_Smith,3481280
http://dbpedia.org/resource/Mike_Rizzo,3485421
http://dbpedia.org/resource/Gareth_Farr,3486038
http://dbpedia.org/resource/Jane_Glover,3487145
http://dbpedia.org/resource/John_Campbell_(bassist),3487564
http://dbpedia.org/resource/Mark_Klepaski,5301438
http://dbpedia.org/resource/Chad_Szeliga,5301451
http://dbpedia.org/resource/Sampsa_Astala,5301532
http://dbpedia.org/resource/Amen_(rock_musician),5301558
http://dbpedia.org/resource/Vladimir_Jankélévitch,5302039
http://dbpedia.org/resource/Frankie_Ortega,5302465
http://dbpedia.org/resource/Dick_Curless,5304778
http://dbpedia.org/resource/Ruth_Berghaus,5307743
http://dbpedia.org/resource/Daedelus_(musician),5308296
http://dbpedia.org/resource/Sylvia_Massy,5308729
http://dbpedia.org/resource/Phil_Harding_(producer),5308936
http://dbpedia.org/resource/L._Athira_Krishna,5309930
http://dbpedia.org/resource/Pete_Wingfield,5310451
http://dbpedia.org/resource/Barry_Upton,5310732
http://dbpedia.org/resource/Samer_el_Nahhal,5310743
http://dbpedia.org/resource/Cenzo_Townshend,5312162
http://dbpedia.org/resource/Mike_Kowalski,5312406
http://dbpedia.org/resource/Dave_Kelly_(musician),5313491
http://dbpedia.org/resource/Walter_Galpin_Alcock,5313709
http://dbpedia.org/resource/B._J._Cole,5314379
http://dbpedia.org/resource/Marv_Johnson,5314809
http://dbpedia.org/resource/Bonnie_Pointer,5315344
http://dbpedia.org/resource/Haylie_Ecker,5316603
http://dbpedia.org/resource/Deena_Kaye_Rose,5317705
http://dbpedia.org/resource/Aquiles_Priester,5319319
http://dbpedia.org/resource/Bill_Davison,5319327
http://dbpedia.org/resource/Reynaldo_Armas,5319377
http://dbpedia.org/resource/T._Graham_Brown,5319739
http://dbpedia.org/resource/Young_Dro,5321635
http://dbpedia.org/resource/Yu_Shirota,5321870
http://dbpedia.org/resource/Denise_Donlon,5322273
http://dbpedia.org/resource/Doane_Perry,5322369
http://dbpedia.org/resource/Papa_Celestin,5324648
http://dbpedia.org/resource/Maddalena_Fagandini,5325245
http://dbpedia.org/resource/Véronique_Béliveau,5327210
http://dbpedia.org/resource/Mary_Ellen_Bute,5327382
http://dbpedia.org/resource/Nicolai_Dunger,5328317
http://dbpedia.org/resource/Rebecca_Lynn_Howard,5328705
http://dbpedia.org/resource/Jon_Rose,5329125
http://dbpedia.org/resource/André_Gedalge,5330247
http://dbpedia.org/resource/Mark_Kostabi,5330606
http://dbpedia.org/resource/Cecilia_Todd,5330667
http://dbpedia.org/resource/Burton_Silverman,5331208
http://dbpedia.org/resource/Jacques_Réda,5331606
http://dbpedia.org/resource/Eric_Bachmann,5332167
http://dbpedia.org/resource/Chico_Freeman,5332530
http://dbpedia.org/resource/Buddy_Collette,5332899
http://dbpedia.org/resource/Jessie_Daniels,5338060
http://dbpedia.org/resource/Luis_Felipe_Ramón_y_Rivera,5339227
http://dbpedia.org/resource/Ritchie_Blackmore,5340649
http://dbpedia.org/resource/Ian_Gillan,5340721
http://dbpedia.org/resource/Tim_Goldsworthy,5341346
http://dbpedia.org/resource/Ari_Pulkkinen,5347636
http://dbpedia.org/resource/Duster_Bennett,5348041
http://dbpedia.org/resource/Harry_Beckett,5349369
http://dbpedia.org/resource/Rod_Bernard,5352687
http://dbpedia.org/resource/Dave_Schools,5353490
http://dbpedia.org/resource/Paula_Robison,5355310
http://dbpedia.org/resource/John_T._Madden,5730111
http://dbpedia.org/resource/Haim_Saban,5733711
http://dbpedia.org/resource/Dean_Wareham,5735894
http://dbpedia.org/resource/Dick_Justice,5737702
http://dbpedia.org/resource/Gail_Greenwood,5738165
http://dbpedia.org/resource/Azita_Youssefi,5740101
http://dbpedia.org/resource/Erik_Tuxen,5743117
http://dbpedia.org/resource/Dustie_Waring,5804015
http://dbpedia.org/resource/Luther_Thomas,5805423
http://dbpedia.org/resource/Peter_Ostroushko,5805581
http://dbpedia.org/resource/Peggy_King,5805759
http://dbpedia.org/resource/Zayra_Alvarez,5806327
http://dbpedia.org/resource/Parveen_Sultana,6642840
http://dbpedia.org/resource/Lakshmi_Shankar,6643235
http://dbpedia.org/resource/Nirmala_Devi,6643295
http://dbpedia.org/resource/Bettye_Swann,6644197
http://dbpedia.org/resource/Joyce_Yang,6649759
http://dbpedia.org/resource/Till_Brönner,6657219
http://dbpedia.org/resource/Jerry_Williams_(singer),6657417
http://dbpedia.org/resource/Torstein_Lofthus,6665401
http://dbpedia.org/resource/Ian_Hunter_(singer),6668827
http://dbpedia.org/resource/Atsuko_Maeda,6670333
http://dbpedia.org/resource/Louise_Dean_(singer),6671842
http://dbpedia.org/resource/Shahram_Kashani,6672664
http://dbpedia.org/resource/Marcelo_Zarvos,6675080
http://dbpedia.org/resource/John_Berry_(singer),6677245
http://dbpedia.org/resource/George_N._Parks,6678800
http://dbpedia.org/resource/Helio_Alves,6684353
http://dbpedia.org/resource/Sunnyland_Slim,6684414
http://dbpedia.org/resource/Bessie_Banks,6690925
http://dbpedia.org/resource/Jessica_Mauboy,6699718
http://dbpedia.org/resource/Lisa_Brokop,6701199
http://dbpedia.org/resource/Alan_Licht,6702046
http://dbpedia.org/resource/Michel_Godard,6703221
http://dbpedia.org/resource/Loren_Israel,6708848
http://dbpedia.org/resource/Gary_Grimshaw,6709088
http://dbpedia.org/resource/Minami_Takahashi,6710678
http://dbpedia.org/resource/Butch_Hancock,6711465
http://dbpedia.org/resource/Chad_Brock,6712415
http://dbpedia.org/resource/Hughie_Thomasson,6712625
http://dbpedia.org/resource/Kristian_Bush,6712743
http://dbpedia.org/resource/Big_Maceo_Merriweather,6713348
http://dbpedia.org/resource/Gary_Nichols,6714112
http://dbpedia.org/resource/Warren_Bernhardt,6714185
http://dbpedia.org/resource/Torun_Eriksen,6718031
http://dbpedia.org/resource/Adrienne_Davies,6718315
http://dbpedia.org/resource/Maurizio_Colasanti,6718512
http://dbpedia.org/resource/Sascha_Paeth,6719610
http://dbpedia.org/resource/Juris_Fernandez,6723513
http://dbpedia.org/resource/Chris_Gethard,6723838
http://dbpedia.org/resource/Alemayehu_Eshete,6727553
http://dbpedia.org/resource/Peter_Bennett_(music_promoter),6728720
http://dbpedia.org/resource/Ariel_Ramírez,6730034
http://dbpedia.org/resource/Damien_Leith,6730365
http://dbpedia.org/resource/Edmund_Lenihan,6730452
http://dbpedia.org/resource/Chuck_Higgins,6730584
http://dbpedia.org/resource/Dawaun_Parker,6730768
http://dbpedia.org/resource/Jasmina_Novokmet,6731444
http://dbpedia.org/resource/Ted_Fio_Rito,6731464
http://dbpedia.org/resource/Paul_Lekakis,6731946
http://dbpedia.org/resource/Víctor_Manuel,6733154
http://dbpedia.org/resource/Russell_Haswell,6734019
http://dbpedia.org/resource/Aaron_Richmond,6734297
http://dbpedia.org/resource/Toni_Gonzaga,6737168
