s,id
http://dbpedia.org/resource/Stian_Johannsen,976286
http://dbpedia.org/resource/Candice_Night,977271
http://dbpedia.org/resource/Trey_Gunn,977741
http://dbpedia.org/resource/Jaroslav_Ježek_(composer),977849
http://dbpedia.org/resource/Phyllis_Hyman,978583
http://dbpedia.org/resource/Hayden_(musician),978819
http://dbpedia.org/resource/Jason_Englishman,978836
http://dbpedia.org/resource/Audrey_Riley,978989
http://dbpedia.org/resource/Jocelyn_Pook,979007
http://dbpedia.org/resource/Tony_Touch,979215
http://dbpedia.org/resource/Phill_Niblock,980491
http://dbpedia.org/resource/Bruno_Maderna,981442
http://dbpedia.org/resource/Cocco,981902
http://dbpedia.org/resource/Don_Airey,982395
http://dbpedia.org/resource/Robyn_Hitchcock,982692
http://dbpedia.org/resource/Lee_Aaron,983395
http://dbpedia.org/resource/Samanda,983632
http://dbpedia.org/resource/Marcia_Strassman,983751
http://dbpedia.org/resource/Ian_Broudie,984110
http://dbpedia.org/resource/Joaquín_Cortés,984464
http://dbpedia.org/resource/Greg_Proops,986368
http://dbpedia.org/resource/Chieli_Minucci,986791
http://dbpedia.org/resource/Justine_Frischmann,987948
http://dbpedia.org/resource/Oren_Bloedow,988041
http://dbpedia.org/resource/Ultra_Naté,988757
http://dbpedia.org/resource/Jenny_Lewis,990631
http://dbpedia.org/resource/Tommy_Ramone,990784
http://dbpedia.org/resource/Juanes,991041
http://dbpedia.org/resource/Over_the_Rhine_(band),991086
http://dbpedia.org/resource/Greg_Hetson,991637
http://dbpedia.org/resource/Petey_Pablo,991969
http://dbpedia.org/resource/Pitbull_(rapper),991985
http://dbpedia.org/resource/Cex_(musician),992164
http://dbpedia.org/resource/Ana_Gabriel,992696
http://dbpedia.org/resource/Dave_Koz,993267
http://dbpedia.org/resource/Paul_Vidal,993314
http://dbpedia.org/resource/Candy_Dulfer,993388
http://dbpedia.org/resource/Chris_Botti,993393
http://dbpedia.org/resource/Boney_James,993411
http://dbpedia.org/resource/Richard_Elliot,993424
http://dbpedia.org/resource/Euge_Groove,994062
http://dbpedia.org/resource/Mindi_Abair,994095
http://dbpedia.org/resource/Travis_Barker,994552
http://dbpedia.org/resource/Emilio_Estefan,995445
http://dbpedia.org/resource/Freddie_Jackson,995745
http://dbpedia.org/resource/Jeff_Nelson_(musician),998068
http://dbpedia.org/resource/Johnny_Gill,998900
http://dbpedia.org/resource/Gerald_Levert,998912
http://dbpedia.org/resource/David_Sneddon,999202
http://dbpedia.org/resource/Pat_Green,1000684
http://dbpedia.org/resource/Al_Columbia,1001128
http://dbpedia.org/resource/Graham_Fitkin,1001551
http://dbpedia.org/resource/Chris_Bell_(American_musician),1001915
http://dbpedia.org/resource/Zack_Werner,1002541
http://dbpedia.org/resource/Richard_Patrick,1003230
http://dbpedia.org/resource/Toshiko_Fujita,1003860
http://dbpedia.org/resource/Tarja_Turunen,1003976
http://dbpedia.org/resource/Marko_Hietala,1004050
http://dbpedia.org/resource/Trisha_Yearwood,1004059
http://dbpedia.org/resource/Olga_Tañón,1004126
http://dbpedia.org/resource/Paul_Hardcastle,1004324
http://dbpedia.org/resource/Choi_Ji-woo,1004777
http://dbpedia.org/resource/Mark_Linkous,1005009
http://dbpedia.org/resource/Najee,1005113
http://dbpedia.org/resource/Rick_Braun,1005131
http://dbpedia.org/resource/Glen_Phillips_(singer),1006211
http://dbpedia.org/resource/Adam_Carson,1006647
http://dbpedia.org/resource/Benjamin_Biolay,1007007
http://dbpedia.org/resource/Robert_Shaw_(conductor),1007264
http://dbpedia.org/resource/Paco_de_Lucía,1007764
http://dbpedia.org/resource/Notker_the_Stammerer,1007980
http://dbpedia.org/resource/Rina_Aiuchi,1008013
http://dbpedia.org/resource/Tanya_Tagaq,1008622
http://dbpedia.org/resource/Blaze_Bayley,1009864
http://dbpedia.org/resource/Derek_Sherinian,1009913
http://dbpedia.org/resource/Steve_Perry,1010610
http://dbpedia.org/resource/Greg_Carmichael,1010722
http://dbpedia.org/resource/Darlene_Zschech,1012997
http://dbpedia.org/resource/Nanase_Aikawa,1013123
http://dbpedia.org/resource/Steve_Kimock,1013630
http://dbpedia.org/resource/Brian_McFadden,1013925
http://dbpedia.org/resource/K-os,1014469
http://dbpedia.org/resource/Eric_Benét,1015573
http://dbpedia.org/resource/DJ_Quik,1015843
http://dbpedia.org/resource/Akeboshi,1016024
http://dbpedia.org/resource/Don_Everly,1072749
http://dbpedia.org/resource/Clay_Walker,1072970
http://dbpedia.org/resource/Anton_Corbijn,1073796
http://dbpedia.org/resource/Raymond_Burke_(clarinetist),1074091
http://dbpedia.org/resource/Caitlin_Moran,1074131
http://dbpedia.org/resource/Lou_Pearlman,1074424
http://dbpedia.org/resource/Charles_F._Bryan,1075333
http://dbpedia.org/resource/Louis_Walsh,1075932
http://dbpedia.org/resource/Jonas_Kullhammar,1076008
http://dbpedia.org/resource/Danny_Chan,1076849
http://dbpedia.org/resource/Eric_Prydz,1077988
http://dbpedia.org/resource/Immortal_Technique,1078340
http://dbpedia.org/resource/Ben_Lee,1079208
http://dbpedia.org/resource/Natalie_MacMaster,1081530
http://dbpedia.org/resource/Hiro_Shimono,1082278
http://dbpedia.org/resource/Andrew_Copeland,1348877
http://dbpedia.org/resource/Chad_Hugo,1349055
http://dbpedia.org/resource/Lena_Park,1350080
http://dbpedia.org/resource/Alex_Thomas,1350984
http://dbpedia.org/resource/Marc_Cohn,1351086
http://dbpedia.org/resource/C._C._Catch,1351128
http://dbpedia.org/resource/Lenny_Kuhr,1351460
http://dbpedia.org/resource/Tom_Middleton,1351808
http://dbpedia.org/resource/The_D.O.C.,1352420
http://dbpedia.org/resource/Ray_J,1352924
http://dbpedia.org/resource/Evan_Seinfeld,1353296
http://dbpedia.org/resource/Amel_Larrieux,1354030
http://dbpedia.org/resource/BMX_Bandits_(band),1354061
http://dbpedia.org/resource/Shyne,1354189
http://dbpedia.org/resource/Paul_Ryan_(singer),1354418
http://dbpedia.org/resource/Martin_Fry,1354664
http://dbpedia.org/resource/Suna_Kan,1355287
http://dbpedia.org/resource/Pete_Tong,1355483
http://dbpedia.org/resource/Rosanne_Cash,1355515
http://dbpedia.org/resource/Camoflauge,1355696
http://dbpedia.org/resource/Rahzel,1356194
http://dbpedia.org/resource/William_Chappell_(writer),1356621
http://dbpedia.org/resource/Kermit_Ruffins,1356685
http://dbpedia.org/resource/Dave_King_(Irish_singer),1356848
http://dbpedia.org/resource/Dawn_Robinson,1357397
http://dbpedia.org/resource/Nick_Carter_(musician),1358569
http://dbpedia.org/resource/Mick_Harris,1359171
http://dbpedia.org/resource/Shane_Embury,1359184
http://dbpedia.org/resource/Alvin_Singleton,1359517
http://dbpedia.org/resource/Chanté_Moore,1359852
http://dbpedia.org/resource/Ben_Burtt,1360778
http://dbpedia.org/resource/Shaun_Davey,1361030
http://dbpedia.org/resource/Kenji_Williams,1420381
http://dbpedia.org/resource/Skye_Edwards,1420668
http://dbpedia.org/resource/P-Nut,1905774
http://dbpedia.org/resource/Alasdair_Roberts_(musician),1905911
http://dbpedia.org/resource/John_Sex,1906120
