"s","id","birth"
"http://dbpedia.org/resource/Dimitris_Poulikakos",8673724,1943-01-21
"http://dbpedia.org/resource/Beth_Fowler",8673790,1940-11-01
"http://dbpedia.org/resource/Melba_Liston",8674557,1926-01-13
"http://dbpedia.org/resource/Peter_Deriashnyj",8675221,1946-07-02
"http://dbpedia.org/resource/Eddie_Foy_Jr.",8675416,1905-02-04
"http://dbpedia.org/resource/Wenche_Myhre",8677572,1947-02-15
"http://dbpedia.org/resource/Dorothy_Collins",8678336,1926-11-18
"http://dbpedia.org/resource/BeBe_Shopp",8681132,1930-08-17
"http://dbpedia.org/resource/Johnny_Coppin",8681550,1946-04-05
"http://dbpedia.org/resource/Rex_Everhart",8686878,1920-06-13
"http://dbpedia.org/resource/Herman_Leonard",8689634,1923-03-06
"http://dbpedia.org/resource/John_Simon_(record_producer)",8691603,1941-08-11
"http://dbpedia.org/resource/Patricio_Manns",8691714,1937-08-03
"http://dbpedia.org/resource/Mildred_J._Hill",8694296,1859-06-27
"http://dbpedia.org/resource/Tony_Terran",8695465,1926-05-30
"http://dbpedia.org/resource/Kenny_Price",8697448,1931-05-27
"http://dbpedia.org/resource/Franco_Ambrosetti",8702640,1941-12-10
"http://dbpedia.org/resource/Freddy_Cole",8702889,1931-10-15
"http://dbpedia.org/resource/Billy_Guy",8704941,1936-06-20
"http://dbpedia.org/resource/Alice_Tegnér",8708274,1864-03-12
"http://dbpedia.org/resource/Julius_Hegyi",8709126,1923-02-02
"http://dbpedia.org/resource/Hans_Zender",8709392,1936-11-22
"http://dbpedia.org/resource/Sammee_Tong",8710564,1901-04-21
"http://dbpedia.org/resource/Bernard_Addison",8714408,1905-04-15
"http://dbpedia.org/resource/Rubaba_Muradova",8717627,1933-03-21
"http://dbpedia.org/resource/Pat_Friday",8721991,1921-08-04
"http://dbpedia.org/resource/Vytautas_Barkauskas",8725861,1931-03-25
"http://dbpedia.org/resource/Johannes_Matthias_Sperger",8729056,1750-03-23
"http://dbpedia.org/resource/Radu_Lupu",8731791,1945-11-30
"http://dbpedia.org/resource/Ali_Tajvidi",8737312,1919-11-07
"http://dbpedia.org/resource/İlhan_Usmanbaş",8737952,1921-10-23
"http://dbpedia.org/resource/Charlotte_Ander",8738798,1902-08-14
"http://dbpedia.org/resource/Prentice_Moreland",8746252,1925-03-04
"http://dbpedia.org/resource/Reverend_J._M._Gates",8747557,1884-07-14
"http://dbpedia.org/resource/Jim_Jacobs",8753775,1942-10-07
"http://dbpedia.org/resource/Warren_Casey",8754138,1935-04-20
"http://dbpedia.org/resource/Maurice_Hines",8756129,1943-12-13
"http://dbpedia.org/resource/Robert_Zildjian",8758865,1923-07-14
"http://dbpedia.org/resource/Fahd_Ballan",8761256,1933-03-22
"http://dbpedia.org/resource/Gé_Korsten",8768499,1927-12-06
"http://dbpedia.org/resource/Louis_de_Cahusac",8770074,1706-04-06
"http://dbpedia.org/resource/Anjaan_(lyricist)",8772756,1930-10-28
"http://dbpedia.org/resource/Don_Moye",8774719,1946-05-23
"http://dbpedia.org/resource/Artie_Singer",8777369,1919-02-01
"http://dbpedia.org/resource/David_White_(musician)",8777595,1939-11-26
"http://dbpedia.org/resource/Steve_Tyrell",8777898,1944-12-19
"http://dbpedia.org/resource/Claude_Dubois",8779900,1947-04-24
"http://dbpedia.org/resource/Elizabeth_Craven",8782698,1750-12-17
"http://dbpedia.org/resource/Suzanne_Doucet",8790185,1944-08-27
"http://dbpedia.org/resource/Milt_Bernhart",8802023,1926-05-25
"http://dbpedia.org/resource/Chas_Newby",8803231,1941-06-18
"http://dbpedia.org/resource/René_Urtreger",8804730,1934-07-06
"http://dbpedia.org/resource/John_Chilton",8804768,1932-07-16
"http://dbpedia.org/resource/Joe_Porcaro",8805320,1930-04-29
"http://dbpedia.org/resource/Jimmy_McGriff",8814094,1936-04-03
"http://dbpedia.org/resource/Afrasiyab_Badalbeyli",8816868,1907-04-19
"http://dbpedia.org/resource/Randee_Heller",8817199,1947-06-10
"http://dbpedia.org/resource/Mubarak_Begum",8818960,1936-01-05
"http://dbpedia.org/resource/Shah_Abdul_Karim",8819260,1916-02-15
"http://dbpedia.org/resource/Sharon_Baird",8819481,1943-08-16
"http://dbpedia.org/resource/Gürer_Aykal",8825571,1942-05-22
"http://dbpedia.org/resource/Pesach_Burstein",8827606,1896-04-15
"http://dbpedia.org/resource/Malachi_Favors",8828131,1927-08-22
"http://dbpedia.org/resource/Marthe_Keller",8828769,1945-01-28
"http://dbpedia.org/resource/Magda_Tagliaferro",8829797,1893-01-19
"http://dbpedia.org/resource/Lillian_Lux",8830123,1918-06-20
"http://dbpedia.org/resource/John_Levy_(musician)",8830973,1912-04-11
"http://dbpedia.org/resource/Bobby_E._Denton",8833596,1938-08-13
"http://dbpedia.org/resource/William_M._Treloar",8835292,1850-09-21
"http://dbpedia.org/resource/James_Moody_(saxophonist)",8836679,1925-03-26
"http://dbpedia.org/resource/Julius_Bechgaard",8841041,1843-12-22
"http://dbpedia.org/resource/Shamsi_Badalbeyli",8850486,1911-02-23
"http://dbpedia.org/resource/Steve_Foster_(singer)",8853803,1946-09-30
"http://dbpedia.org/resource/R._N._Jayagopal",8854345,1935-08-17
"http://dbpedia.org/resource/Riccardo_Brengola",8857641,1917-03-18
"http://dbpedia.org/resource/Dutch_Mason",8866128,1938-02-19
"http://dbpedia.org/resource/Gino_Bechi",8867659,1913-10-16
"http://dbpedia.org/resource/Harlow_Wilcox_(musician)",8867908,1943-01-28
"http://dbpedia.org/resource/Lara_Saint_Paul",8869986,1945-04-30
"http://dbpedia.org/resource/Désiré_Dondeyne",8879870,1921-07-21
"http://dbpedia.org/resource/Edith_Ewing_Bouvier_Beale",8882176,1895-10-05
"http://dbpedia.org/resource/Lloyd_Schwartz",8884546,1941-11-29
"http://dbpedia.org/resource/Con_Hunley",8887136,1945-04-09
"http://dbpedia.org/resource/Trevor_Williams_(bassist)",8888723,1945-01-19
"http://dbpedia.org/resource/Gialdino_Gialdini",8890169,1843-11-10
"http://dbpedia.org/resource/Jorge_Cafrune",8891173,1937-08-08
"http://dbpedia.org/resource/Boris_Shchukin",8891233,1894-04-05
"http://dbpedia.org/resource/José_Larralde",8892215,1937-10-22
"http://dbpedia.org/resource/Melba_Montgomery",8892479,1938-10-14
"http://dbpedia.org/resource/Kenny_O'Dell",8893563,1944-06-21
"http://dbpedia.org/resource/Giti_Pashaei",8898393,1940-06-13
"http://dbpedia.org/resource/Franciscus_Henri",8899179,1947-08-07
"http://dbpedia.org/resource/Freddie_Waits",8902097,1940-04-27
"http://dbpedia.org/resource/Valya_Balkanska",8903409,1942-01-08
"http://dbpedia.org/resource/Mike_Vernon_(record_producer)",8904138,1944-11-20
"http://dbpedia.org/resource/Kenny_Baker_(fiddler)",8915949,1926-06-26
"http://dbpedia.org/resource/Bobby_Breen",8916621,1925-11-04
"http://dbpedia.org/resource/Denise_Darcel",8921149,1924-09-08
"http://dbpedia.org/resource/Teddy_Bunn",8924160,1910-05-07
"http://dbpedia.org/resource/Nappy_Brown",8924577,1929-10-12
"http://dbpedia.org/resource/Michael_Gerzon",8924658,1945-12-04
"http://dbpedia.org/resource/Jeanette_Loff",8927248,1906-10-09
"http://dbpedia.org/resource/Louis_Silvers",8929051,1889-09-06
"http://dbpedia.org/resource/Gerald_Marks",8933155,1900-10-13
"http://dbpedia.org/resource/Kenny_Rankin",8936274,1940-02-10
"http://dbpedia.org/resource/Shoista_Mullojonova",8939064,1925-09-03
"http://dbpedia.org/resource/Arthur_Napoleão_dos_Santos",8940681,1843-03-06
"http://dbpedia.org/resource/Stig_Olin",8950569,1920-09-11
"http://dbpedia.org/resource/Patrick_Sky",8951160,1940-10-02
"http://dbpedia.org/resource/Alfredo_Antonini",8954089,1901-05-31
"http://dbpedia.org/resource/Tom_Rosqui",8956703,1928-06-12
"http://dbpedia.org/resource/Lucie_Mannheim",8964887,1899-04-30
"http://dbpedia.org/resource/Marietta_Marich",8965327,1930-04-05
"http://dbpedia.org/resource/Alexander_Braginsky",8966206,1944-05-29
"http://dbpedia.org/resource/Reg_Presley",8969385,1941-06-12
"http://dbpedia.org/resource/Andy_Cameron",8970683,1940-10-13
"http://dbpedia.org/resource/Dick_Cathcart",8972761,1924-11-06
"http://dbpedia.org/resource/Cyril_Ornadel",8975389,1924-12-02
"http://dbpedia.org/resource/C._L._Franklin",8978138,1915-01-22
"http://dbpedia.org/resource/Geoff_Leigh",8981793,1945-10-05
"http://dbpedia.org/resource/Joyce_Vincent_Wilson",8982099,1946-12-14
"http://dbpedia.org/resource/Darius_Brubeck",8982799,1947-06-14
"http://dbpedia.org/resource/Ron_Roker",8986176,1941-01-23
"http://dbpedia.org/resource/Tony_Glover",8986204,1939-10-07
"http://dbpedia.org/resource/Nigel_Walley",8986620,1941-06-30
"http://dbpedia.org/resource/Bella_and_Samuel_Spewack",8990732,1899-09-16
"http://dbpedia.org/resource/Tita_Merello",8993101,1904-10-11
"http://dbpedia.org/resource/Jimmy_MacDonald_(sound_effects_artist)",8994406,1906-05-19
"http://dbpedia.org/resource/Premasiri_Khemadasa",9001352,1937-01-25
"http://dbpedia.org/resource/Virginia_Luque",9001392,1927-10-04
"http://dbpedia.org/resource/Solomiya_Krushelnytska",9002783,1872-09-23
"http://dbpedia.org/resource/Lydia_Yeamans_Titus",9003118,1857-12-12
"http://dbpedia.org/resource/Connee_Boswell",9009896,1907-12-03
"http://dbpedia.org/resource/Antonio_Bagioli",9010057,1795-11-17
"http://dbpedia.org/resource/CeDell_Davis",9012637,1926-06-09
"http://dbpedia.org/resource/Martin_Drew",9017444,1944-02-11
"http://dbpedia.org/resource/Lilian_Velez",9018663,1924-03-03
"http://dbpedia.org/resource/S._Rajeswara_Rao",9020493,1922-10-11
"http://dbpedia.org/resource/Roy_Caton",9020552,1927-01-28
"http://dbpedia.org/resource/Ken_Kalmusky",9021926,1945-11-18
"http://dbpedia.org/resource/Cornell_Gunter",9021949,1936-11-14
"http://dbpedia.org/resource/Patricia_Kern",9025398,1927-07-14
"http://dbpedia.org/resource/Gerhard_Bronner",9027254,1922-10-23
"http://dbpedia.org/resource/Jack_Schaeffer",9027274,1946-03-19
"http://dbpedia.org/resource/Tony_Barber_(musician)",9027649,1942-12-03
"http://dbpedia.org/resource/Remberto_Giménez",9029673,1898-02-04
"http://dbpedia.org/resource/Virtue_Hampton_Whitted",9030934,1922-02-22
"http://dbpedia.org/resource/Henri_René",9032334,1906-12-29
"http://dbpedia.org/resource/Marguerite_Namara",9032417,1888-11-19
"http://dbpedia.org/resource/Gorō_Yamaguchi",9035877,1933-02-26
"http://dbpedia.org/resource/John_Dalley",9038551,1935-03-03
"http://dbpedia.org/resource/Big_Dee_Irwin",9040430,1932-07-06
"http://dbpedia.org/resource/Reid_Shelton",9042866,1924-10-07
"http://dbpedia.org/resource/Julia_Sanderson",9042885,1887-08-27
"http://dbpedia.org/resource/Sidney_Robertson_Cowell",9043249,1903-06-02
"http://dbpedia.org/resource/Ida_Halpern",9043619,1910-07-17
"http://dbpedia.org/resource/Arne_Domnérus",9049051,1924-12-20
"http://dbpedia.org/resource/Ted_Dunbar",9049424,1937-01-17
"http://dbpedia.org/resource/Jane_Winton",9055612,1905-10-10
"http://dbpedia.org/resource/Robert_Strassburg",9060014,1915-08-30
"http://dbpedia.org/resource/Gro_Sandvik",9060418,1942-10-02
"http://dbpedia.org/resource/Andrea_Een",9061798,1947-01-22
"http://dbpedia.org/resource/Harry_Barris",9085050,1905-11-25
"http://dbpedia.org/resource/Red_Allen_(bluegrass)",9088756,1930-02-12
"http://dbpedia.org/resource/Andrea_Veneracion",9091983,1928-07-11
"http://dbpedia.org/resource/Boaz_Sharabi",9098410,1947-05-28
"http://dbpedia.org/resource/Ernie_Wilkins",9105097,1919-07-20
"http://dbpedia.org/resource/Sahib_Shihab",9105328,1925-06-23
"http://dbpedia.org/resource/Alice_Parker",9110768,1925-12-16
"http://dbpedia.org/resource/Al_Rinker",9110908,1907-12-20
"http://dbpedia.org/resource/Frederick_Swann",9113066,1931-07-30
"http://dbpedia.org/resource/Karl_Denver",9114064,1931-12-16
"http://dbpedia.org/resource/Gamble_Rogers",9114269,1937-01-31
"http://dbpedia.org/resource/Jerry_Desmonde",9114824,1908-07-20
"http://dbpedia.org/resource/Oscar_Castro-Neves",9123584,1940-05-15
"http://dbpedia.org/resource/Claus_Bantzer",9123664,1942-10-10
"http://dbpedia.org/resource/Mike_Brant",9124169,1947-02-01
"http://dbpedia.org/resource/Katja_Ebstein",9124634,1945-03-09
"http://dbpedia.org/resource/Manfred_Mann_(musician)",9129185,1940-10-21
"http://dbpedia.org/resource/Archie_Green",9130581,1917-06-29
"http://dbpedia.org/resource/Jerry_Capehart",9130763,1928-08-22
"http://dbpedia.org/resource/Hugo_del_Carril",9132709,1912-11-30
"http://dbpedia.org/resource/Samuel_Jones_(composer)",9139974,1935-06-02
"http://dbpedia.org/resource/Anders_Ljungqvist",9141888,1815-05-10
"http://dbpedia.org/resource/August_Manns",9146078,1825-03-12
"http://dbpedia.org/resource/Mick_Underwood",9146140,1945-09-05
"http://dbpedia.org/resource/Gabe_Baltazar",9146744,1929-11-01
"http://dbpedia.org/resource/Ganna_Walska",9159339,1887-06-26
"http://dbpedia.org/resource/Margaret_Eliot",9167558,1914-02-26
"http://dbpedia.org/resource/Arnold_Weinstein",9168735,1927-06-10
"http://dbpedia.org/resource/María_Teresa_Vera",9171780,1895-02-06
"http://dbpedia.org/resource/Ignacio_Piñeiro",9172023,1888-05-21
"http://dbpedia.org/resource/Geoff_Britton",9174325,1943-08-01
"http://dbpedia.org/resource/Max_Kaminsky_(musician)",9201632,1908-09-07
"http://dbpedia.org/resource/Altaf_Mahmud",9205317,1933-12-23
"http://dbpedia.org/resource/Tomás_Méndez",9206057,1927-07-25
"http://dbpedia.org/resource/Alvino_Rey",9213605,1908-07-01
"http://dbpedia.org/resource/Edward_Jablonski",9217519,1922-03-01
"http://dbpedia.org/resource/Charlotte_Elliott",9220324,1789-03-18
"http://dbpedia.org/resource/Grady_Martin",9223162,1929-01-17
"http://dbpedia.org/resource/Denny_Cordell",9226140,1943-08-01
"http://dbpedia.org/resource/Randy_Starr",9227328,1930-07-02
"http://dbpedia.org/resource/Elizete_Cardoso",9232018,1920-07-07
"http://dbpedia.org/resource/Laura_Huxley",9232165,1911-11-02
"http://dbpedia.org/resource/Orin_O'Brien",9235799,1935-06-07
"http://dbpedia.org/resource/Benay_Venuta",9236221,1910-01-27
"http://dbpedia.org/resource/Bronisława_Wajs",9236969,1908-08-17
"http://dbpedia.org/resource/Dai_Jones",9237825,1943-10-18
"http://dbpedia.org/resource/Tiana_Lemnitz",9239657,1897-10-26
"http://dbpedia.org/resource/Stuart_Colman",9240039,1944-12-19
"http://dbpedia.org/resource/Oskar_Morawetz",9241117,1917-01-17
"http://dbpedia.org/resource/Peter_Palmer_(actor)",9244113,1931-09-20
"http://dbpedia.org/resource/Larry_E._Smith",9244935,1945-10-27
"http://dbpedia.org/resource/Bob_Hilliard",9245113,1918-01-28
"http://dbpedia.org/resource/Frances_Nero",9245219,1943-03-13
"http://dbpedia.org/resource/Lee_Roy_Reams",9251959,1942-08-23
"http://dbpedia.org/resource/Anton_Nanut",9252596,1932-09-13
"http://dbpedia.org/resource/Robert_De_Cormier",9256246,1922-01-07
"http://dbpedia.org/resource/Harvey_Dinnerstein",9262704,1928-04-03
"http://dbpedia.org/resource/Piero_de_Benedictis",9263743,1945-04-19
"http://dbpedia.org/resource/Billie_Davis",9268513,1945-12-22
"http://dbpedia.org/resource/Ellie_Mannette",9273465,1927-11-05
"http://dbpedia.org/resource/Muriel_Costa-Greenspon",9277527,1937-12-01
"http://dbpedia.org/resource/John_Kongos",9279277,1945-08-06
"http://dbpedia.org/resource/Martin_Ljung",9292596,1917-08-15
"http://dbpedia.org/resource/Cyril_Smith_(pianist)",9299005,1909-08-11
"http://dbpedia.org/resource/Max_Wagenknecht",9300744,1857-08-14
"http://dbpedia.org/resource/Vagif_Mustafazadeh",9301771,1940-03-16
"http://dbpedia.org/resource/Fumio_Hayasaka",9302888,1914-08-19
"http://dbpedia.org/resource/Colin_Thurston",9303316,1947-07-13
"http://dbpedia.org/resource/Jesse_Ceci",9303799,1924-02-02
"http://dbpedia.org/resource/Wayne_Fontana",9306798,1945-10-28
"http://dbpedia.org/resource/Billy_Henderson_(American_singer)",9307478,1939-08-09
"http://dbpedia.org/resource/Andy_Iona",9307758,1902-01-01
"http://dbpedia.org/resource/Ronnie_Barron",9309761,1943-10-09
"http://dbpedia.org/resource/John_Jansen_(record_producer)",9312811,1947-10-03
"http://dbpedia.org/resource/Noel_Simms",9313439,1935-03-18
"http://dbpedia.org/resource/Ann_Southam",9322012,1937-02-04
